index,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,few,laccid,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
12,1,14187,23 Окт 2015 г. 8:17:20,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-67.0,1.44557744038e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.110091743119,-67.0,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2551126974,59.8419161187
13,1,14187,23 Окт 2015 г. 8:17:21,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-67.0,1.44557744144e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.119266055046,-67.0,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2553754333,59.8419385689
14,1,14187,23 Окт 2015 г. 8:17:22,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-67.0,1.44557744251e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.128440366972,-67.0,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2556381692,59.8419610191
15,1,14187,23 Окт 2015 г. 8:17:22,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-67.0,1.44557744251e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.137614678899,-67.0,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2559009051,59.8419834694
16,1,14187,23 Окт 2015 г. 8:17:23,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-69.5979835863,1.44557744357e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.146788990826,-69.5979835863,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.256163641,59.8420059196
17,1,14187,23 Окт 2015 г. 8:17:24,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-71.0,1.44557744463e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.155963302752,-71.0,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2564263769,59.8420283697
18,1,14187,23 Окт 2015 г. 8:17:25,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-72.0939831411,1.4455774457e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.165137614679,-72.0939831411,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2566891128,59.8420508199
19,1,14187,23 Окт 2015 г. 8:17:26,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-75.1663746457,1.44557744677e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.174311926606,-75.1663746457,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2569518487,59.8420732701
20,1,14187,23 Окт 2015 г. 8:17:26,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-76.7762695111,1.44557744677e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.183486238532,-76.7762695111,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2572145846,59.8420957202
21,1,14187,23 Окт 2015 г. 8:17:27,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-79.7958005003,1.44557744783e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.192660550459,-79.7958005003,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2574773205,59.8421181703
22,1,14187,23 Окт 2015 г. 8:17:28,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-82.0214254185,1.4455774489e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.201834862385,-82.0214254185,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2577400564,59.8421406205
23,1,14187,23 Окт 2015 г. 8:17:29,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-84.2899014439,1.44557744996e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.211009174312,-84.2899014439,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2580027923,59.8421630706
24,1,14187,23 Окт 2015 г. 8:17:31,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-87.2672190865,1.44557745103e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.220183486239,-87.2672190865,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2582655282,59.8421855206
25,1,14187,23 Окт 2015 г. 8:17:31,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-88.8831434424,1.44557745103e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.229357798165,-88.8831434424,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2585282641,59.8422079707
26,1,14187,23 Окт 2015 г. 8:17:32,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-92.0009459378,1.4455774521e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.238532110092,-92.0009459378,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.258791,59.8422304208
27,1,14187,23 Окт 2015 г. 8:17:33,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-95.2253955423,1.44557745317e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.247706422018,-95.2253955423,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.259053736,59.8422528708
28,1,14187,23 Окт 2015 г. 8:17:34,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-97.7307729881,1.44557745423e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.256880733945,-97.7307729881,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2593164719,59.8422753208
29,1,14187,23 Окт 2015 г. 8:17:35,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-101.137228937,1.4455774553e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.266055045872,-101.137228937,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2595792078,59.8422977708
30,1,14187,23 Окт 2015 г. 8:17:35,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-101.137228937,1.4455774553e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.275229357798,-110.832775074,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2598419437,59.8423202208
31,1,22619,23.10.2015 8:17:32,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-95.0,1.44557745252e+12,natalie,0,7803-22619,25002.0,,1445577416.0,0.275229357798,-95.0,003-004,4,3,587761451.0,003-004-201510230816-natalie-move.csv,30.2598419437,59.8423202208
32,1,14187,23 Окт 2015 г. 8:17:36,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-101.500907986,1.44557745634e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.284403669725,-111.0,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2601046796,59.8423426708
33,1,22619,23.10.2015 8:17:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-95.0,1.44557745354e+12,natalie,0,7803-22619,25002.0,,1445577416.0,0.284403669725,-95.0,003-004,4,3,587761451.0,003-004-201510230816-natalie-move.csv,30.2601046796,59.8423426708
34,1,14187,23 Окт 2015 г. 8:17:37,,7803,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-101.500907986,1.44557745741e+12, julia,0,7803-14187,25002.0,,1445577416.0,0.293577981651,-104.775357514,003-004,4,3,587761451.0,003-004-201510230816- julia-move.csv,30.2603674155,59.8423651207
