,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,coeffs,controls,index,laccid,maxCorrMinDelta,method,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
43,,340,,7736,,,,2G,EDGE,7,,,-101.0,,,0.980601367784,1.0,,7736-340,1.0,byCorr,,0.26,1435850918,0.30505952381,,098-099,99,98,,,,
40,,340,,7736,,,,2G,EDGE,7,,,-100.0,,,0.974016326703,1.0,,7736-340,1.0,byCorr,,0.44,1435851203,0.314806773773,,098-099,99,98,,,,
7852,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,7,1.0,-1.0,-103.0,1.43591522462e+12,Andrey,0.970217713771,1.0,52691.0,7736-340,1.0,byCorr,25002.0,,1435915183,0.387755102041,-103.0,098-099,99,98,244724959.0,098-099-201507031219-Andrey-move.csv,37.6072610646,55.7265348911
7852,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,7,1.0,-1.0,-103.0,1.43591522462e+12,Andrey,0.970217713771,1.0,52691.0,7736-340,1.0,byCorr,25002.0,,1435915183,0.397959183673,-103.0,098-099,99,98,244724959.0,098-099-201507031219-Andrey-move.csv,37.6072610646,55.7265348911
40,,340,,7736,,,,2G,EDGE,7,,,-107.0,,,0.989228706252,1.0,,7736-340,1.0,byCorr,,0.62,1435916299,0.326044703596,,098-099,99,98,,,,
7155,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-57.5124841418,1.435850418e+12,Andrey,0.95410738026,1.0,51713.0,7736-1000,1.0,byCorr,25002.0,,1435850333,0.897959183673,-57.5124841418,098-099,99,98,597905036.0,098-099-201507021818-Andrey-move.csv,37.607729409,55.7205950141
7155,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-60.887491397,1.435850418e+12,Andrey,0.95410738026,1.0,51713.0,7736-1000,1.0,byCorr,25002.0,,1435850333,0.908163265306,-60.887491397,098-099,99,98,597905036.0,098-099-201507021818-Andrey-move.csv,37.607729409,55.7205950141
30,,1000,,7736,,,,2G,EDGE,6,,,-68.0,,,0.902813684856,1.0,,7736-1000,1.0,byCorr,,-0.05,1435850611,0.958256029685,,098-099,99,98,,,,
7877,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-64.1401593713,1.43591526895e+12,Andrey,0.945221719919,1.0,52734.0,7736-1000,1.0,byCorr,25002.0,,1435915183,0.897959183673,-64.1401593713,098-099,99,98,244724959.0,098-099-201507031219-Andrey-move.csv,37.6077225157,55.7206324861
8092,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,6,1.0,-1.0,-75.0,1.43591918449e+12,Anna,0.786395974333,1.0,53059.0,7736-1000,1.0,byCorr,25002.0,,1435916299,0.959183673469,-85.0,098-099,99,98,244724959.0,098-099-201507031324-Anna-move.csv,37.6078391915,55.7199602997
44,,1000,,7736,,,,2G,EDGE,5,,,-96.0,,,0.990064091504,1.0,,7736-1000,1.0,byCorr,,0.46,1435850455,0.405085110967,,099-098,98,99,,,,
43,,1000,,7736,,,,2G,EDGE,5,,,-100.0,,,0.982724252786,1.0,,7736-1000,1.0,byCorr,,-0.04,1435850763,0.414134884723,,099-098,98,99,,,,
44,,1000,,7736,,,,2G,EDGE,5,,,-103.0,,,0.962148111301,1.0,,7736-1000,1.0,byCorr,,0.43,1435851060,0.382417582418,,099-098,98,99,,,,
46,,1000,,7736,,,,2G,EDGE,5,,,-101.0,,,0.978911000565,1.0,,7736-1000,1.0,byCorr,,0.55,1435904316,0.426943426943,,099-098,98,99,,,,
8400,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-55.0,1.43585083965e+12,Andrey,0.450891042901,1.0,53668.0,7736-340,1.0,byCorr,25002.0,,1435850763,0.868131868132,-55.0,099-098,98,99,597905036.0,099-098-201507021826-Andrey-move.csv,37.610107782,55.7289356252
9033,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-61.3589378729,1.43591616157e+12,Andrey,0.539993008873,1.0,54616.0,7736-340,1.0,byCorr,25002.0,,1435916076,0.846153846154,-61.3589378729,099-098,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.60970603,55.7287720369
19,,1010,,7736,,,,2G,EDGE,4,,,-64.0,,,0.984636834592,1.0,,7736-1010,1.0,byCorr,,0.8,1435915305,0.904721213416,,099-100,100,99,,,,
9525,1,1010,,7736,250.0,2.0,ServiceLog,2G,EDGE,4,1.0,-1.0,-65.0,1.43591657024e+12,Andrey,0.976086645326,1.0,56711.0,7736-1010,1.0,byCorr,25002.0,,1435916431,0.940397350993,-65.0,099-100,100,99,244724959.0,099-100-201507031240-Andrey-move.csv,37.587368465,55.7085034131
50,,1000,,7736,,,,2G,EDGE,3,,,-100.0,,,0.988104067974,1.0,,7736-1000,1.0,byCorr,,0.51,1435851320,0.270512964418,,099-100,100,99,,,,
48,,1000,,7736,,,,2G,EDGE,3,,,-107.0,,,0.994851570802,1.0,,7736-1000,1.0,byCorr,,0.92,1435915305,0.277756135567,,099-100,100,99,,,,
63,,1010,,7736,,,,2G,EDGE,3,,,-104.0,,,0.989564718282,1.0,,7736-1010,1.0,byCorr,,0.71,1435904128,0.350832266325,,100-099,99,100,,,,
10095,1,1000,,7736,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-65.6368146655,1.43591604171e+12,Andrey,0.898555542553,1.0,58652.0,7736-1000,1.0,byCorr,25002.0,,1435915883,0.975757575758,-65.6368146655,100-099,99,100,244724959.0,100-099-201507031231-Andrey-move.csv,37.6083421901,55.7191552038
34,,1020,,7736,,,,2G,EDGE,2,,,-110.0,,,0.980147429167,1.0,,7736-1020,1.0,byCorr,,0.88,1435915698,0.184253780408,,101-100,100,101,,,,
14944,1,160,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-103.0,1.43590950859e+12,Andrey,0.993600190586,1.0,89775.0,7763-160,1.0,byCorr,25002.0,,1435909460,0.335766423358,-103.0,151-219,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6518443748,55.7613577798
14944,1,160,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-103.0,1.43590950859e+12,Andrey,0.993600190586,1.0,89775.0,7763-160,1.0,byCorr,25002.0,,1435909460,0.343065693431,-103.0,151-219,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6518443748,55.7613577798
43,,160,,7763,,,,2G,EDGE,5,,,-105.0,,,0.995764236643,1.0,,7763-160,1.0,byCorr,,0.68,1435909946,0.3050486618,,151-219,219,151,,,,
41,,160,,7763,,,,2G,EDGE,5,,,-106.0,,,0.994025366456,1.0,,7763-160,1.0,byCorr,,0.69,1435910902,0.276578863853,,151-219,219,151,,,,
16043,1,160,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-103.0,1.43591563509e+12,Anna,0.978248744348,1.0,91162.0,7763-160,1.0,byCorr,25002.0,,1435912001,0.36496350365,-103.0,151-219,219,151,630943405.0,151-219-201507031226-Anna-move.csv,37.6515072297,55.7616219017
15018,1,640,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-51.0,1.43590958336e+12,Andrey,0.966089973632,1.0,89849.0,7763-640,1.0,byCorr,25002.0,,1435909460,0.948905109489,-51.0,151-219,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6409158108,55.7669395696
79,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.974314849294,1.0,,7763-640,1.0,byCorr,,0.73,1435909946,0.904146947943,,151-219,219,151,,,,
79,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.976478307761,1.0,,7763-640,1.0,byCorr,,0.88,1435910406,0.889479530308,,151-219,219,151,,,,
75,,640,,7763,,,,2G,EDGE,5,,,-51.0,,,0.976326912493,1.0,,7763-640,1.0,byCorr,,0.89,1435910902,0.874695863747,,151-219,219,151,,,,
79,,640,,7763,,,,2G,EDGE,3,,,-82.0,,,0.973606543125,1.0,,7763-640,1.0,byCorr,,0.94,1435909691,0.527287581699,,219-151,151,219,,,,
79,,640,,7763,,,,2G,EDGE,3,,,-81.0,,,0.97279773744,1.0,,7763-640,1.0,byCorr,,0.86,1435910194,0.520343137255,,219-151,151,219,,,,
111,,160,,7763,,,,2G,EDGE,3,,,-60.0,,,0.985780750114,1.0,,7763-160,1.0,byCorr,,0.96,1435909691,0.930088702148,,219-151,151,219,,,,
119,,160,,7763,,,,2G,EDGE,3,,,-55.0,,,0.979174812366,1.0,,7763-160,1.0,byCorr,,0.97,1435910194,0.930067274306,,219-151,151,219,,,,
