,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,coeffs,controls,index,laccid,maxCorrMinDelta,method,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
40,,1000,,7736,,,,2G,EDGE,5,,,-103.0,,,0.980248563568,1.0,,7736-1000,1.0,byCorr,,0.43,1435851060,0.337662337662,,099-098,98,99,,,,
42,,1000,,7736,,,,2G,EDGE,5,,,-107.0,,,0.988206767813,1.0,,7736-1000,1.0,byCorr,,0.7,1435904316,0.383882783883,,099-098,98,99,,,,
8400,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-55.0,1.43585083965e+12,Andrey,0.450891042901,1.0,53668.0,7736-340,1.0,byCorr,25002.0,,1435850763,0.868131868132,-55.0,099-098,98,99,597905036.0,099-098-201507021826-Andrey-move.csv,37.610107782,55.7289356252
9033,1,340,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-61.3589378729,1.43591616157e+12,Andrey,0.539993008873,1.0,54616.0,7736-340,1.0,byCorr,25002.0,,1435916076,0.846153846154,-61.3589378729,099-098,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.60970603,55.7287720369
19,,1010,,7736,,,,2G,EDGE,5,,,-64.0,,,0.984636834592,1.0,,7736-1010,1.0,byCorr,,0.8,1435915305,0.904721213416,,099-100,100,99,,,,
9525,1,1010,,7736,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-65.0,1.43591657024e+12,Andrey,0.976086645326,1.0,56711.0,7736-1010,1.0,byCorr,25002.0,,1435916431,0.940397350993,-65.0,099-100,100,99,244724959.0,099-100-201507031240-Andrey-move.csv,37.587368465,55.7085034131
49,,1000,,7736,,,,2G,EDGE,3,,,-108.0,,,0.991680256802,1.0,,7736-1000,1.0,byCorr,,0.79,1435851320,0.270523553667,,099-100,100,99,,,,
48,,1000,,7736,,,,2G,EDGE,3,,,-107.0,,,0.994851570802,1.0,,7736-1000,1.0,byCorr,,0.92,1435915305,0.277756135567,,099-100,100,99,,,,
61,,1010,,7736,,,,2G,EDGE,3,,,-108.0,,,0.957403403964,1.0,,7736-1010,1.0,byCorr,,0.92,1435904128,0.338934802571,,100-099,99,100,,,,
64,,1010,,7736,,,,2G,EDGE,3,,,-108.0,,,0.954142659977,1.0,,7736-1010,1.0,byCorr,,0.93,1435915883,0.351243781095,,100-099,99,100,,,,
36,,1020,,7736,,,,2G,EDGE,2,,,-110.0,,,0.986134808083,1.0,,7736-1020,1.0,byCorr,,0.88,1435915698,0.197731755424,,101-100,100,101,,,,
50,,160,,7763,,,,2G,EDGE,5,,,-110.0,,,0.982905584154,1.0,,7763-160,1.0,byCorr,,0.72,1435909460,0.335623300415,,151-219,219,151,,,,
48,,160,,7763,,,,2G,EDGE,5,,,-105.0,,,0.981405569151,1.0,,7763-160,1.0,byCorr,,0.68,1435909946,0.343065693431,,151-219,219,151,,,,
46,,160,,7763,,,,2G,EDGE,5,,,-109.0,,,0.982254625938,1.0,,7763-160,1.0,byCorr,,0.74,1435910406,0.321167883212,,151-219,219,151,,,,
15018,1,640,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-51.0,1.43590958336e+12,Andrey,0.966089973632,1.0,89849.0,7763-640,1.0,byCorr,25002.0,,1435909460,0.948905109489,-51.0,151-219,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6409158108,55.7669395696
79,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.974314849294,1.0,,7763-640,1.0,byCorr,,0.73,1435909946,0.904146947943,,151-219,219,151,,,,
79,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.976478307761,1.0,,7763-640,1.0,byCorr,,0.88,1435910406,0.889479530308,,151-219,219,151,,,,
75,,640,,7763,,,,2G,EDGE,5,,,-51.0,,,0.976326912493,1.0,,7763-640,1.0,byCorr,,0.89,1435910902,0.874695863747,,151-219,219,151,,,,
18242,1,640,,7763,250.0,2.0,ServiceLog,2G,EDGE,3,1.0,-1.0,-82.8368493443,1.43591301523e+12,Anna,0.934486147251,1.0,101275.0,7763-640,1.0,byCorr,25002.0,,1435909691,0.506944444444,-79.0,219-151,151,219,77603657.0,219-151-201507031142-Anna-move.csv,37.6496540933,55.7629200234
77,,640,,7763,,,,2G,EDGE,3,,,-81.0,,,0.961986159822,1.0,,7763-640,1.0,byCorr,,0.82,1435910663,0.513020833333,,219-151,151,219,,,,
114,,160,,7763,,,,2G,EDGE,3,,,-53.0,,,0.970095778476,1.0,,7763-160,1.0,byCorr,,0.97,1435910194,0.895073784722,,219-151,151,219,,,,
117,,160,,7763,,,,2G,EDGE,3,,,-58.0,,,0.971553686723,1.0,,7763-160,1.0,byCorr,,0.98,1435910663,0.944105691057,,219-151,151,219,,,,
