,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,coeffs,controls,index,laccid,maxCorrMinDelta,method,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
71,,22408,,,7803,,,,2G,,2,,,-93.0,,,0.97468,1.0,,7803-22408,1.0,byCorr,,0.95,1445520213,0.624388111888,,027-028,28,27,,,,
49,,22405,,,7803,,,,2G,,2,,,-85.0,,,0.97437,1.0,,7803-22405,1.0,byCorr,,0.8,1445520213,0.641666666667,,027-028,28,27,,,,
93,,22405,,,7803,,,,2G,,2,,,-90.0,,,0.90288,1.0,,7803-22405,1.0,byCorr,,0.37,1445518253,0.794988946205,,028-027,27,28,,,,
69,,22408,,,7803,,,,2G,,2,,,-61.0,,,0.86641,1.0,,7803-22408,1.0,byCorr,,-2.02,1445518253,0.897232353572,,028-027,27,28,,,,
78,,22405,,,7803,,,,2G,,2,,,-90.0,,,0.96135,1.0,,7803-22405,1.0,byCorr,,0.94,1445520344,0.667045454545,,028-029,29,28,,,,
49,,22407,,,7803,,,,2G,,2,,,-75.0,,,0.9362,1.0,,7803-22407,1.0,byCorr,,0.48,1445520344,0.862351190476,,028-029,29,28,,,,
93,,22407,,,7803,,,,2G,,2,,,-96.0,,,0.98608,1.0,,7803-22407,1.0,byCorr,,0.18,1445518121,0.573015873016,,029-028,28,29,,,,
41,,22405,,,7803,,,,2G,,2,,,-78.0,,,0.92686,1.0,,7803-22405,1.0,byCorr,,-0.76,1445518121,0.671867072552,,029-028,28,29,,,,
23965,250-2-7803-22407,14153,22.10.2015 16:28:26,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-107.0,1.44552050697e+12,natalie,0.99357,1.0,38008.0,7803-14153,1.0,byCorr,25002.0,,1445520474,0.278846153846,-107.0,029-030,30,29,552491703.0,029-030-201510221627-natalie-move.csv,30.3158060805,59.9091219221
23965,250-2-7803-22407,14153,22.10.2015 16:28:26,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-107.0,1.44552050697e+12,natalie,0.99357,1.0,38008.0,7803-14153,1.0,byCorr,25002.0,,1445520474,0.288461538462,-107.0,029-030,30,29,552491703.0,029-030-201510221627-natalie-move.csv,30.3158060805,59.9091219221
39,,22407,,,7803,,,,2G,,2,,,-80.0,,,0.94491,1.0,,7803-22407,1.0,byCorr,,0.76,1445520474,0.484482102056,,029-030,30,29,,,,
56,,14048,,,7803,,,,2G,,2,,,-68.0,,,0.91957,1.0,,7803-14048,1.0,byCorr,,0.22,1445520474,0.718025949954,,029-030,30,29,,,,
92,,14048,,,7803,,,,2G,,2,,,-88.0,,,0.83651,1.0,,7803-14048,1.0,byCorr,,-0.47,1445517994,0.859964726631,,030-029,29,30,,,,
47,,22407,,,7803,,,,2G,,2,,,-66.0,,,0.70848,1.0,,7803-22407,1.0,byCorr,,0.07,1445517994,1.02777777778,,030-029,29,30,,,,
39,,14048,,,7803,,,,2G,,2,,,-85.0,,,0.83129,1.0,,7803-14048,1.0,byCorr,,0.01,1445520615,0.584090909091,,030-031,31,30,,,,
80,,22395,,,7803,,,,2G,,2,,,-106.0,,,0.83571,1.0,,7803-22395,1.0,byCorr,,-0.34,1445537469,0.46011425425,,033-032,32,33,,,,
80,,22669,,,7803,,,,2G,,2,,,-61.0,,,0.92682,1.0,,7803-22669,1.0,byCorr,,0.69,1445521742,0.988023952096,,033-032,32,33,,,,
149,,22395,,,7803,,,,2G,,2,,,-107.0,,,0.95572,1.0,,7803-22395,1.0,byCorr,,0.25,1445534659,1.35922715168,,033-034,34,33,,,,
84,,22396,,,7803,,,,2G,,2,,,-57.0,,,0.94053,1.0,,7803-22396,1.0,byCorr,,0.72,1445533864,1.21621621622,,033-034,34,33,,,,
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-91.9421785942,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.144144144144,-91.9421785942,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-93.5926959654,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.153153153153,-93.5926959654,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-95.2432133365,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.162162162162,-95.2432133365,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-96.8937307077,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.171171171171,-96.8937307077,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-98.5442480789,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.18018018018,-98.5442480789,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-100.19476545,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.189189189189,-100.19476545,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-101.845282821,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.198198198198,-101.845282821,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-103.495800192,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.207207207207,-103.495800192,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-105.146317564,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.216216216216,-105.146317564,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
27178,250-2-7803-22395,14133,22.10.2015 20:11:33,,7803,250.0,2.0,ServiceLog,2G,GPRS,2,1.0,-1.0,-105.677197865,1.44553389306e+12,natalie,0.89901,1.0,43402.0,7803-14133,1.0,byCorr,25002.0,,1445533864,0.225225225225,-106.796834935,033-034,34,33,369760759.0,033-034-201510222011-natalie-move.csv,30.3179894783,59.9585416286
89,,15416,,,7803,,,,2G,,2,,,-94.0,,,0.98314,1.0,,7803-15416,1.0,byCorr,,0.97,1445538289,0.618055555556,,047-048,48,47,,,,
52,,22625,,,7803,,,,2G,,2,,,-66.0,,,0.9652,1.0,,7803-22625,1.0,byCorr,,0.26,1445538289,0.990689655172,,047-048,48,47,,,,
131,,22625,,,7803,,,,2G,,2,,,-104.0,,,0.98404,1.0,,7803-22625,1.0,byCorr,,0.97,1445539058,0.863554054715,,048-047,47,48,,,,
93,,15416,,,7803,,,,2G,,2,,,-57.0,,,0.97224,1.0,,7803-15416,1.0,byCorr,,0.89,1445538001,0.993197278912,,048-047,47,48,,,,
112,,22625,,,7803,,,,2G,,2,,,-107.0,,,0.97963,1.0,,7803-22625,1.0,byCorr,,0.76,1445538484,0.688355822089,,048-049,49,48,,,,
74,,15413,,,7803,,,,2G,,2,,,-69.0,,,0.98117,1.0,,7803-15413,1.0,byCorr,,0.69,1445538484,0.937038539554,,048-049,49,48,,,,
128,,15413,,,7803,,,,2G,,3,,,-103.0,,,0.97974,1.0,,7803-15413,1.0,byCorr,,0.83,1445537822,0.860180995475,,049-048,48,49,,,,
105,,15413,,,7803,,,,2G,,3,,,-105.0,,,0.97681,1.0,,7803-15413,1.0,byCorr,,0.79,1445575563,0.770982783357,,049-048,48,49,,,,
24,,1133,,,7803,,,,2G,,3,,,-101.0,,,0.93774,1.0,,7803-1133,1.0,byCorr,,0.43,1445537822,0.19012605042,,049-048,48,49,,,,
40629,250-2-7803-15413,1133,22.10.2015 21:35:00,,7803,250.0,2.0,ServiceLog,2G,GPRS,3,1.0,-1.0,-90.335868228,1.44553890003e+12,natalie,0.81809,1.0,62822.0,7803-1133,1.0,byCorr,25002.0,,1445538869,0.176470588235,-93.0,049-048,48,49,119655405.0,049-048-201510222134-natalie-move.csv,30.3354893577,59.9335510552
78,,22625,,,7803,,,,2G,,3,,,-60.0,,,0.97231,1.0,,7803-22625,1.0,byCorr,,0.84,1445537822,1.20552367288,,049-048,48,49,,,,
67,,22625,,,7803,,,,2G,,3,,,-61.0,,,0.96958,1.0,,7803-22625,1.0,byCorr,,0.62,1445575563,0.827372994652,,049-048,48,49,,,,
107,,17500,,,7803,,,,2G,,2,,,-106.0,,,0.98184,1.0,,7803-17500,1.0,byCorr,,0.81,1445533055,0.282761601049,,052-049,49,52,,,,
213,,17501,,,7803,,,,2G,,2,,,-103.0,,,0.98386,1.0,,7803-17501,1.0,byCorr,,0.91,1445575125,0.718584570235,,052-049,49,52,,,,
33,,14165,,,7803,,,,2G,,2,,,-109.0,,,0.9507,1.0,,7803-14165,1.0,byCorr,,0.07,1445533055,0.466843501326,,052-049,49,52,,,,
64,,15413,,,7803,,,,2G,,2,,,-87.0,,,0.65519,1.0,,7803-15413,1.0,byCorr,,-0.08,1445533055,1.03406393969,,052-049,49,52,,,,
49175,1,14095,23 Окт 2015 г. 14:15:26,,7803,250.0,2.0,ServiceLog,2G,EDGE,2,1.0,-1.0,-61.0,1.44559892605e+12, julia,0.97412,1.0,77603.0,7803-14095,1.0,byCorr,25002.0,,1445598907,0.183908045977,-61.0,091-090,90,91,,091-090-201510231415- julia-move.csv,30.2918306731,59.9590844661
49289,1,17510,23 Окт 2015 г. 14:45:55,,7803,250.0,2.0,ServiceLog,2G,EDGE,2,1.0,-1.0,-85.0,1.44560075569e+12, julia,0.96432,1.0,77722.0,7803-17510,1.0,byCorr,25002.0,,1445600701,0.655172413793,-85.0,091-090,90,91,,091-090-201510231445- julia-move.csv,30.2913088247,59.954838729
49308,1,17511,23 Окт 2015 г. 14:46:14,,7803,250.0,2.0,ServiceLog,2G,EDGE,2,1.0,-1.0,-55.0,1.44560077416e+12, julia,0.99133,1.0,77741.0,7803-17511,1.0,byCorr,25002.0,,1445600701,0.908045977011,-55.0,091-090,90,91,,091-090-201510231445- julia-move.csv,30.2910326298,59.9525913988
